MovieID,Titolo Film,Genere film,AnnoFilm
1250,Arsenic and Old Lace,Comedy|Mystery|Thriller,1944
1251,Back to the Future,Comedy|Sci-Fi,1985
1252,Fried Green Tomatoes,Drama,1991
1253,Patton,Drama|War,1970
1254,Down by Law,Comedy|Drama,1986
1255,Akira,Adventure|Animation|Sci-Fi|Thriller,1988
1256,Highlander,Action|Adventure,1986
1257,Cool Hand Luke,Comedy|Drama,1967
1258,Cyrano de Bergerac,Action|Drama|Romance,1990
1259,Young Frankenstein,Comedy|Horror,1974
1260,Night on Earth,Comedy|Drama,1991
1261,Raise the Red Lantern,Drama,1991
1262,"Great Dictator, The",Comedy,1940
1263,Fantasia,Animation|Children's|Musical,1940
1264,High Noon,Western,1952
1265,"Big Sleep, The",Film-Noir|Mystery,1946
1266,Heathers,Comedy,1989
1267,Somewhere in Time,Drama|Romance,1980
1268,Ben-Hur,Action|Adventure|Drama,1959
1269,This Is Spinal Tap,Comedy|Drama|Musical,1984
1270,Koyaanisqatsi,Documentary|War,1983
1271,Some Kind of Wonderful,Drama|Romance,1987
1272,Indiana Jones and the Last Crusade,Action|Adventure,1989
1273,Being There,Comedy,1979
1274,Gandhi,Drama,1982
1275,M*A*S*H,Comedy|War,1970
1276,"Unbearable Lightness of Being, The",Drama,1988
1277,"Room with a View, A",Drama|Romance,1986
1278,Real Genius,Comedy,1985
1279,Pink Floyd - The Wall,Drama|Musical|War,1982
1280,"Killing Fields, The",Drama|War,1984
1281,My Life as a Dog (Mitt liv som hund),Drama,1985
1282,Forbidden Planet,Sci-Fi,1956
1283,Field of Dreams,Drama,1989
1284,"Man Who Would Be King, The",Adventure,1975
1285,Butch Cassidy and the Sundance Kid,Action|Comedy|Western,1969
1286,"Paris, Texas",Drama,1984
1287,Until the End of the World (Bis ans Ende der Welt),Drama|Sci-Fi,1991
1288,When Harry Met Sally...,Comedy|Romance,1989
1289,I Shot a Man in Vegas,Comedy,1995
1290,Parallel Sons,Drama|Romance,1995
1291,Hype!,Documentary,1996
1292,Santa with Muscles,Comedy,1996
1293,Female Perversions,Drama,1996
1294,Mad Dog Time,Crime,1996
1295,Breathing Room,Romance,1996
1296,Paris Was a Woman,Documentary,1995
1297,Anna,Drama,1996
1298,I'm Not Rappaport,Comedy,1996
1299,Blue Juice,Comedy|Drama,1995
1300,Kids of Survival,Documentary,1993
1301,Alien³,Action|Horror|Sci-Fi|Thriller,1992
1302,"American Werewolf in London, An",Horror,1981
1303,Amityville 1992: It's About Time,Horror,1992
1304,Amityville 3-D,Horror,1983
1305,Amityville: Dollhouse,Horror,1996
1306,Amityville: A New Generation,Horror,1993
1307,Amityville II: The Possession,Horror,1982
1308,"Amityville Horror, The",Horror,1979
1309,"Amityville Curse, The",Horror,1990
1310,Blood For Dracula (Andy Warhol's Dracula),Horror,1974
1311,April Fool's Day,Comedy|Horror,1986
1312,Audrey Rose,Horror,1977
1313,"Believers, The",Horror|Thriller,1987
1314,"Birds, The",Horror,1963
1315,"Blob, The",Horror|Sci-Fi,1958
1316,Blood Beach,Action|Horror,1981
1317,Body Parts,Horror,1991
1318,"Body Snatcher, The",Horror,1945
1319,Bram Stoker's Dracula,Horror|Romance,1992
1320,Bride of Frankenstein,Horror,1935
1321,Burnt Offerings,Horror,1976
1322,Candyman,Horror,1992
1323,Cape Fear,Thriller,1991
1324,Cape Fear,Film-Noir|Thriller,1962
1325,Carrie,Horror,1976
1326,Cat People,Horror,1982
1327,"Nightmare on Elm Street, A",Horror,1984
1328,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",Horror,1922
1329,Nosferatu a Venezia,Horror,1986
1330,"Omen, The",Horror,1976
1331,Blood & Wine,Drama,1997
1332,Albino Alligator,Crime|Thriller,1996
1333,"Mirror Has Two Faces, The",Comedy|Romance,1996
1334,Breaking the Waves,Drama,1996
1335,Nightwatch,Horror|Thriller,1997
1336,Star Trek: First Contact,Action|Adventure|Sci-Fi,1996
1337,Shine,Drama|Romance,1996
1338,Sling Blade,Drama|Thriller,1996
1339,Jingle All the Way,Adventure|Children's|Comedy,1996
1340,Identification of a Woman (Identificazione di una donna),Drama,1982
1341,Paradise Lost: The Child Murders at Robin Hood Hills,Documentary,1996
1342,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il)",Drama,1970
1343,"Preacher's Wife, The",Drama,1996
1344,Zero Kelvin (Kjærlighetens kjøtere),Action,1995
1345,Ridicule,Drama,1996
1346,"Crucible, The",Drama,1996
1347,101 Dalmatians,Children's|Comedy,1996
1348,"Forbidden Christ, The (Cristo proibito, Il)",Drama,1950
1349,I Can't Sleep (J'ai pas sommeil),Drama|Thriller,1994
1350,Die Hard 2,Action|Thriller,1990
1351,Star Trek: The Motion Picture,Action|Adventure|Sci-Fi,1979
1352,Star Trek VI: The Undiscovered Country,Action|Adventure|Sci-Fi,1991
1353,Star Trek V: The Final Frontier,Action|Adventure|Sci-Fi,1989
1354,Star Trek: The Wrath of Khan,Action|Adventure|Sci-Fi,1982
1355,Star Trek III: The Search for Spock,Action|Adventure|Sci-Fi,1984
1356,Star Trek IV: The Voyage Home,Action|Adventure|Sci-Fi,1986
1357,Batman Returns,Action|Adventure|Comedy|Crime,1992
1358,Young Guns,Action|Comedy|Western,1988
1359,Young Guns II,Action|Comedy|Western,1990
1360,Grease,Comedy|Musical|Romance,1978
1361,Grease 2,Comedy|Musical|Romance,1982
1362,Marked for Death,Action|Drama,1990
1363,Adrenalin: Fear the Rush,Action|Sci-Fi,1996
1364,"Substance of Fire, The",Drama,1996
1365,Under Siege,Action,1992
1366,Terror in a Texas Town,Western,1958
1367,Jaws,Action|Horror,1975
1368,Jaws 2,Action|Horror,1978
1369,Jaws 3-D,Action|Horror,1983
1370,My Fellow Americans,Comedy,1996
1371,Mars Attacks!,Action|Comedy|Sci-Fi|War,1996
1372,Citizen Ruth,Comedy|Drama,1996
1373,Jerry Maguire,Drama|Romance,1996
1374,Raising Arizona,Comedy,1987
1375,Tin Men,Comedy|Drama,1987
1376,Sneakers,Crime|Drama|Sci-Fi,1992
1377,Bastard Out of Carolina,Drama,1996
1378,In Love and War,Romance|War,1996
1379,Marvin's Room,Drama,1996
1380,Somebody is Waiting,Drama,1996
1381,Ghosts of Mississippi,Drama,1996
1382,Night Falls on Manhattan,Crime|Drama,1997
1383,Beavis and Butt-head Do America,Animation|Comedy,1996
1384,"Cérémonie, La",Drama,1995
1385,Scream,Horror|Thriller,1996
1386,"Last of the Mohicans, The",Action|Romance|War,1992
1387,Michael,Comedy|Romance,1996
1388,"Evening Star, The",Comedy|Drama,1996
1389,Hamlet,Drama,1996
1390,Some Mother's Son,Drama,1996
1391,"Whole Wide World, The",Drama,1996
1392,Mother,Comedy,1996
1393,"Thieves (Voleurs, Les)",Crime|Drama|Romance,1996
1394,Evita,Drama|Musical,1996
1395,"Portrait of a Lady, The",Drama,1996
1396,Walkabout,Drama,1971
1397,Message to Love: The Isle of Wight Festival,Documentary,1996
1398,Grateful Dead,Documentary,1995
1399,Murder at 1600,Mystery|Thriller,1997
1400,Hearts and Minds,Drama,1996
1401,Inside,Action,1996
1402,Fierce Creatures,Comedy,1997
1403,Zeus and Roxanne,Children's,1997
1404,Turbulence,Thriller,1997
1405,Angel Baby,Drama,1995
1406,Jackie Chan's First Strike,Action,1996
1407,Underworld,Thriller,1997
1408,Beverly Hills Ninja,Action|Comedy,1997
1409,Metro,Action,1997
1410,"Machine, The",Comedy|Horror,1994
1411,"Stranger, The",Action,1994
1412,Falling in Love Again,Comedy,1980
1413,"Cement Garden, The",Drama,1993
1414,Dante's Peak,Action|Thriller,1997
1415,Meet Wally Sparks,Comedy,1997
1416,Amos & Andrew,Comedy,1993
1417,Benny & Joon,Comedy|Romance,1993
1418,Prefontaine,Drama,1997
1419,"Tickle in the Heart, A",Documentary,1996
1420,Guantanamera,Comedy,1994
1421,McHale's Navy,Comedy|War,1997
1422,Kolya,Comedy,1996
1423,Gridlock'd,Crime,1997
1424,Fire on the Mountain,Documentary,1996
1425,Waiting for Guffman,Comedy,1996
1426,Prisoner of the Mountains (Kavkazsky Plennik),War,1996
1427,"Beautician and the Beast, The",Comedy|Romance,1997
1428,SubUrbia,Comedy,1997
1429,Hotel de Love,Comedy|Romance,1996
1430,"Pest, The",Comedy,1997
1431,Fools Rush In,Comedy|Romance,1997
1432,Touch,Romance,1997
1433,Absolute Power,Mystery|Thriller,1997
1434,That Darn Cat!,Children's|Comedy|Mystery,1997
1435,Vegas Vacation,Comedy,1997
1436,Unforgotten: Twenty-Five Years After Willowbrook,Documentary,1996
1437,That Old Feeling,Comedy|Romance,1997
1438,Lost Highway,Mystery,1997
1439,Rosewood,Drama,1997
1440,Donnie Brasco,Crime|Drama,1997
1441,Salut cousin!,Comedy|Drama,1996
1442,Booty Call,Comedy|Romance,1997
1443,Rhyme & Reason,Documentary,1997
1444,Boys Life 2,Drama,1997
1445,City of Industry,Crime|Thriller,1997
1446,Best Men,Action|Comedy|Crime|Drama,1997
1447,Jungle2Jungle (a.k.a. Jungle 2 Jungle),Children's|Comedy,1997
1448,Kama Sutra: A Tale of Love,Romance,1996
1449,Private Parts,Comedy|Drama,1997
1450,Love Jones,Romance,1997
1451,"Saint, The",Action|Romance|Thriller,1997
1452,Smilla's Sense of Snow,Action|Drama|Thriller,1997
1453,"Van, The",Comedy|Drama,1996
1454,Crash,Drama|Thriller,1996
1455,"Daytrippers, The",Mystery,1996
1456,Liar Liar,Comedy,1997
1457,"Quiet Room, The",Drama,1996
1458,Selena,Drama|Musical,1997
1459,"Devil's Own, The",Action|Drama|Thriller|War,1997
1460,Cats Don't Dance,Animation|Children's|Musical,1997
1461,B*A*P*S,Comedy,1997
1462,Love and Other Catastrophes,Romance,1996
1463,"Sixth Man, The",Comedy,1997
1464,Turbo: A Power Rangers Movie,Action|Adventure|Children's,1997
1465,Anna Karenina,Drama|Romance,1997
1466,Double Team,Action,1997
1467,Inventing the Abbotts,Drama|Romance,1997
1468,Anaconda,Action|Adventure|Thriller,1997
1469,Grosse Pointe Blank,Comedy|Crime,1997
1470,Keys to Tulsa,Crime,1997
1471,Kissed,Romance,1996
1472,8 Heads in a Duffel Bag,Comedy,1997
1473,Hollow Reed,Drama,1996
1474,Paradise Road,Drama|War,1997
1475,Traveller,Drama,1997
1476,All Over Me,Drama,1997
1477,"Brother's Kiss, A",Drama,1997
1478,A Chef in Love,Comedy,1996
1479,Romy and Michele's High School Reunion,Comedy,1997
1480,Temptress Moon (Feng Yue),Romance,1996
1481,Volcano,Drama|Thriller,1997
1482,Children of the Revolution,Comedy,1996
1483,Austin Powers: International Man of Mystery,Comedy,1997
1484,Breakdown,Action|Thriller,1997
1485,Broken English,Drama,1996
1486,Commandments,Romance,1997
1487,Ripe,Drama,1996
1488,"Truth or Consequences, N.M.",Action|Crime|Romance,1997
1489,"Turning, The",Drama,1992
1490,Warriors of Virtue,Action|Adventure|Children's|Fantasy,1997
1491,Fathers' Day,Comedy,1997
1492,"Fifth Element, The",Action|Sci-Fi,1997
1493,Intimate Relations,Comedy,1996
1494,Nowhere,Drama,1997
1495,Losing Chase,Drama,1996
1496,Sprung,Comedy,1997
1497,"Promise, The (La Promesse)",Drama,1996
1498,"Bonheur, Le",Drama,1965
1499,Love! Valour! Compassion!,Drama|Romance,1997
1500,Shall We Dance? (Shall We Dansu?),Comedy,1996
1501,"Second Jungle Book: Mowgli & Baloo, The",Adventure|Children's,1997
1502,Twin Town,Comedy|Crime,1997
1503,Addicted to Love,Comedy|Romance,1997
1504,Brassed Off,Comedy|Drama|Romance,1996
1505,"Designated Mourner, The",Drama,1997
1506,"Lost World: Jurassic Park, The",Action|Adventure|Sci-Fi|Thriller,1997
1507,Ponette,Drama,1996
1508,Schizopolis,Comedy,1996
1509,Shiloh,Children's|Drama,1997
1510,"War at Home, The",Drama,1996
1511,Rough Magic,Drama|Romance,1995
1512,Trial and Error,Comedy|Romance,1997
1513,Buddy,Adventure|Children's|Drama,1997
1514,Con Air,Action|Adventure|Thriller,1997
1515,Late Bloomers,Comedy,1996
1516,"Pillow Book, The",Drama|Romance,1995
1517,"To Have, or Not",Drama,1995
1518,Speed 2: Cruise Control,Action|Romance|Thriller,1997
1519,Squeeze,Drama,1996
1520,Sudden Manhattan,Comedy,1996
1521,"Next Step, The",Drama,1995
1522,Wedding Bell Blues,Comedy,1996
1523,Batman & Robin,Action|Adventure|Crime,1997
1524,Dream With the Fishes,Drama,1997
1525,Roseanna's Grave (For Roseanna),Comedy|Romance,1997
1526,Head Above Water,Comedy|Thriller,1996
1527,Hercules,Adventure|Animation|Children's|Comedy|Musical,1997
1528,"Last Time I Committed Suicide, The",Drama,1997
1529,MURDER and murder,Crime|Drama|Mystery,1996
1530,My Best Friend's Wedding,Comedy|Romance,1997
1531,Tetsuo II: Body Hammer,Sci-Fi,1992
1532,When the Cats Away (Chacun cherche son chat),Comedy|Romance,1996
1533,Contempt (Le Mépris),Drama,1963
1534,Face/Off,Action|Sci-Fi|Thriller,1997
1535,Fall,Romance,1997
1536,Gabbeh,Drama,1996
1537,Mondo,Drama,1996
1538,"Innocent Sleep, The",Crime,1995
1539,For Ever Mozart,Drama,1996
1540,Men in Black,Action|Adventure|Comedy|Sci-Fi,1997
1541,Out to Sea,Comedy,1997
1542,Wild America,Adventure|Children's,1997
1543,"Simple Wish, A",Children's|Fantasy,1997
1544,Contact,Drama|Sci-Fi,1997
1545,Love Serenade,Comedy,1996
1546,G.I. Jane,Action|Drama|War,1997
1547,Conan the Barbarian,Action|Adventure,1982
1548,George of the Jungle,Children's|Comedy,1997
1549,Cop Land,Crime|Drama|Mystery,1997
1550,Event Horizon,Action|Mystery|Sci-Fi|Thriller,1997
1551,Spawn,Action|Adventure|Sci-Fi|Thriller,1997
1552,Air Bud,Children's|Comedy,1997
1553,Picture Perfect,Comedy|Romance,1997
1554,In the Company of Men,Drama,1997
1555,Free Willy 3: The Rescue,Adventure|Children's|Drama,1997
1556,Career Girls,Drama,1997
1557,Conspiracy Theory,Action|Mystery|Romance|Thriller,1997
1558,Desperate Measures,Crime|Drama|Thriller,1998
1559,Steel,Action,1997
1560,She's So Lovely,Drama|Romance,1997
1561,Hoodlum,Crime|Drama|Film-Noir,1997
1562,Leave It to Beaver,Comedy,1997
1563,Mimic,Sci-Fi|Thriller,1997
1564,Money Talks,Action|Comedy,1997
1565,Excess Baggage,Adventure|Romance,1997
1566,Kull the Conqueror,Action|Adventure,1997
1567,Air Force One,Action|Thriller,1997
1568,187,Drama,1997
1569,"Hunt for Red October, The",Action|Thriller,1990
1570,My Own Private Idaho,Drama,1991
1571,"Kiss Me, Guido",Comedy,1997
1572,Star Maps,Drama,1997
1573,In & Out,Comedy,1997
1574,"Edge, The",Adventure|Thriller,1997
1575,"Peacemaker, The",Action|Thriller|War,1997
1576,L.A. Confidential,Crime|Film-Noir|Mystery|Thriller,1997
1577,Seven Years in Tibet,Drama|War,1997
1578,Kiss the Girls,Crime|Drama|Thriller,1997
1579,Soul Food,Drama,1997
1580,Kicked in the Head,Comedy|Drama,1997
1581,Wishmaster,Horror,1997
1582,"Thousand Acres, A",Drama,1997
1583,"Game, The",Mystery|Thriller,1997
1584,Fire Down Below,Action|Drama|Thriller,1997
1585,U Turn,Action|Crime|Mystery,1997
1586,"Locusts, The",Drama,1997
1587,"MatchMaker, The",Comedy|Romance,1997
1588,"Lay of the Land, The",Comedy|Drama,1997
1589,"Assignment, The",Thriller,1997
1590,"Smile Like Yours, A",Comedy|Romance,1997
1591,Ulee's Gold,Drama,1997
1592,"Ice Storm, The",Drama,1997
1593,Stag,Action|Thriller,1997
1594,Chasing Amy,Drama|Romance,1997
1595,How to Be a Player,Comedy,1997
1596,"Full Monty, The",Comedy,1997
1597,Indian Summer (a.k.a. Alive & Kicking),Comedy|Drama,1996
1598,"Mrs. Brown (Her Majesty, Mrs. Brown)",Drama|Romance,1997
1599,I Know What You Did Last Summer,Horror|Mystery|Thriller,1997
1600,"Devil's Advocate, The",Crime|Horror|Mystery|Thriller,1997
1601,Rocket Man,Comedy,1997
1602,Playing God,Crime|Thriller,1997
1603,"House of Yes, The",Comedy|Drama|Thriller,1997
1604,"Fast, Cheap & Out of Control",Documentary,1997
1605,Washington Square,Drama,1997
1606,Telling Lies in America,Drama,1997
1607,Year of the Horse,Documentary,1997
1608,Gattaca,Drama|Sci-Fi|Thriller,1997
1609,FairyTale: A True Story,Children's|Drama|Fantasy,1997
1610,Phantoms,Horror,1998
1611,Swept from the Sea,Romance,1997
1612,Wonderland,Documentary,1997
1613,"Life Less Ordinary, A",Romance|Thriller,1997
1614,Hurricane Streets,Drama,1998
1615,Eve's Bayou,Drama,1997
1616,Switchback,Thriller,1997
1617,Gang Related,Crime,1997
1618,Stripes,Comedy,1981
1619,Nénette et Boni,Drama,1996
1620,Bean,Comedy,1997
1621,Hugo Pool,Romance,1997
1622,Mad City,Action|Drama,1997
1623,One Night Stand,Drama,1997
1624,"Tango Lesson, The",Romance,1997
1625,Welcome To Sarajevo,Drama|War,1997
1626,Deceiver,Crime,1997
1627,"Rainmaker, The",Drama,1997
1628,Boogie Nights,Drama,1997
1629,Witness,Drama|Romance|Thriller,1985
1630,Incognito,Crime|Thriller,1997
1631,Starship Troopers,Action|Adventure|Sci-Fi|War,1997
1632,Critical Care,Comedy,1997
1633,"Joy Luck Club, The",Drama,1993
1634,Chairman of the Board,Comedy,1998
1635,Sliding Doors,Drama|Romance,1998
1636,Mortal Kombat: Annihilation,Action|Adventure,1997
1637,"Truman Show, The",Drama,1998
1638,"Wings of the Dove, The",Drama|Romance|Thriller,1997
1639,Mrs. Dalloway,Romance,1997
1640,"I Love You, I Love You Not",Romance,1996
1641,Red Corner,Crime|Thriller,1997
1642,"Jackal, The",Action|Thriller,1997
1643,Anastasia,Animation|Children's|Musical,1997
1644,"Man Who Knew Too Little, The",Comedy|Mystery,1997
1645,Alien: Resurrection,Action|Horror|Sci-Fi,1997
1646,Alien Escape,Horror|Sci-Fi,1995
1647,Amistad,Drama,1997
1648,"Apostle, The",Drama,1997
1649,Artemisia,Drama,1997
1650,Bent,Drama|War,1997
1651,"Big Bang Theory, The",Crime,1994
1652,"Boys, Les",Comedy,1997
1653,"Butcher Boy, The",Drama,1998
1654,Deconstructing Harry,Comedy|Drama,1997
1655,Flubber,Children's|Comedy|Fantasy,1997
1656,For Richer or Poorer,Comedy,1997
1657,Good Will Hunting,Drama,1997
1658,Guy,Drama,1996
1659,Harlem River Drive,Drama,1996
1660,Home Alone 3,Children's|Comedy,1997
1661,Ill Gotten Gains,Drama,1997
1662,Legal Deceit,Thriller,1997
1663,Man of Her Dreams,Drama,1996
1664,Midnight in the Garden of Good and Evil,Comedy|Crime|Drama|Mystery,1997
1665,Mouse Hunt,Children's|Comedy,1997
1666,Never Met Picasso,Romance,1996
1667,Office Killer,Thriller,1997
1668,"Other Voices, Other Rooms",Drama,1997
1669,Scream 2,Horror|Thriller,1997
1670,Stranger in the House,Thriller,1997
1671,"Sweet Hereafter, The",Drama,1997
1672,Time Tracers,Action|Adventure|Sci-Fi,1995
1673,Titanic,Drama|Romance,1997
1674,Tomorrow Never Dies,Action|Romance|Thriller,1997
1675,Twisted,Comedy|Drama,1996
1676,Full Speed,Drama,1996
1677,"Education of Little Tree, The",Drama,1997
1678,"Postman, The",Drama,1997
1679,"Horse Whisperer, The",Drama,1998
1680,"Winter Guest, The",Drama,1997
1681,Jackie Brown,Crime|Drama,1997
1682,Kundun,Drama,1997
1683,Mr. Magoo,Comedy,1997
1684,"Big Lebowski, The",Comedy|Crime|Mystery|Thriller,1998
1685,Afterglow,Drama|Romance,1997
1686,My Life in Pink (Ma vie en rose),Comedy|Drama,1997
1687,Great Expectations,Drama|Romance,1998
1688,Vermin,Comedy,1998
1689,3 Ninjas: High Noon On Mega Mountain,Action|Children's,1998
1690,Men of Means,Action|Drama,1998
1691,"Midaq Alley (Callejón de los milagros, El)",Drama,1995
1692,Caught Up,Crime,1998
1693,Arguing the World,Documentary,1996
1694,Firestorm,Action|Adventure|Thriller,1998
1695,Senseless,Comedy,1998
1696,Wag the Dog,Comedy|Drama,1997
1697,Dark City,Film-Noir|Sci-Fi|Thriller,1998
1698,"Leading Man, The",Romance,1996
1699,Star Kid,Adventure|Children's|Fantasy|Sci-Fi,1997
1700,Hard Rain,Action|Thriller,1998
1701,Half Baked,Comedy,1998
1702,Fallen,Action|Mystery|Thriller,1998
1703,Shooting Fish,Romance,1997
1704,"Prophecy II, The",Horror,1998
1705,Duoluo tianshi,Drama,1995
1706,Dangerous Beauty,Drama,1998
1707,Four Days in September,Drama,1997
1708,Spice World,Comedy|Musical,1997
1709,Deep Rising,Action|Horror|Sci-Fi,1998
1710,Tainted,Comedy|Thriller,1998
1711,"Letter From Death Row, A",Crime|Drama,1998
1712,Music From Another Room,Drama|Romance,1998
1713,Mat' i syn,Drama,1997
1714,"Replacement Killers, The",Action|Thriller,1998
1715,B. Monkey,Romance|Thriller,1998
1716,Night Flier,Horror,1997
1717,Blues Brothers 2000,Action|Comedy|Musical,1998
1718,Tokyo Fist,Action|Drama,1995
1719,Mass Transit,Comedy|Drama,1998
1720,Ride,Drama,1998
1721,"Wedding Singer, The",Comedy|Romance,1998
1722,Sphere,Adventure|Sci-Fi|Thriller,1998
1723,Ayn Rand: A Sense of Life,Documentary,1997
1724,"Further Gesture, A",Drama,1996
1725,Little City,Comedy|Romance,1998
1726,Palmetto,Film-Noir|Mystery|Thriller,1998
1727,As Good As It Gets,Comedy|Drama,1997
1728,King of New York,Action|Crime,1990
1729,"Paralyzing Fear: The Story of Polio in America, A",Documentary,1998
1730,Men With Guns,Action|Drama,1997
1731,"Sadness of Sex, The",Drama,1995
1732,Twilight,Crime|Drama,1998
1733,U.S. Marshalls,Action|Thriller,1998
1734,Welcome to Woop-Woop,Comedy,1997
1735,Love and Death on Long Island,Comedy|Drama,1997
1736,"Callejón de los milagros, El",Drama,1995
1737,In God's Hands,Action|Drama,1998
1738,Everest,Documentary,1998
1739,Hush,Thriller,1998
1740,Suicide Kings,Crime|Drama,1997
1741,"Man in the Iron Mask, The",Action|Drama|Romance,1998
1742,"Newton Boys, The",Crime|Drama,1998
1743,Wild Things,Crime|Drama|Mystery|Thriller,1998
1744,Paulie,Adventure|Children's|Comedy,1998
1745,"Cool Dry Place, A",Drama,1998
1746,Hana-bi,Comedy|Crime|Drama,1997
1747,Primary Colors,Drama,1998
1748,"Niagara, Niagara",Drama,1997
1749,Wide Awake,Children's|Comedy|Drama,1998
1750,"Price Above Rubies, A",Drama,1998
1751,Eden,Drama,1997
1752,Two Girls and a Guy,Comedy|Drama,1997
1753,No Looking Back,Comedy|Drama|Romance,1998
1754,Storefront Hitchcock,Drama,1997
1755,"Proposition, The",Drama,1998
1756,"Object of My Affection, The",Comedy|Romance,1998
1757,Meet the Deedles,Children's|Comedy,1998
1758,Homegrown,Comedy|Thriller,1998
1759,"Player's Club, The",Action|Drama,1998
1760,Barney's Great Adventure,Adventure|Children's,1998
1761,"Big One, The",Comedy|Documentary,1997
1762,Chinese Box,Drama|Romance,1997
1763,Follow the Bitch,Comedy,1998
1764,Lost in Space,Action|Sci-Fi|Thriller,1998
1765,Heaven's Burning,Action|Drama,1997
1766,Mercury Rising,Action|Drama|Thriller,1998
1767,"Spanish Prisoner, The",Drama|Thriller,1997
1768,City of Angels,Romance,1998
1769,"Last Days of Disco, The",Drama,1998
1770,"Odd Couple II, The",Comedy,1998
1771,My Giant,Comedy,1998
1772,He Got Game,Drama,1998
1773,"Gingerbread Man, The",Drama|Thriller,1998
1774,Illtown,Crime|Drama,1996
1775,Slappy and the Stinkers,Children's|Comedy,1998
1776,Live Flesh,Drama,1997
1777,Zero Effect,Comedy|Thriller,1998
1778,Nil By Mouth,Drama,1997
1779,Ratchet,Drama|Thriller,1996
1780,"Borrowers, The",Adventure|Children's|Comedy|Fantasy,1997
1781,Prince Valiant,Adventure,1997
1782,"I Love You, Don't Touch Me!",Drama|Romance,1998
1783,Leather Jacket Love Story,Drama|Romance,1997
1784,Love Walked In,Drama|Thriller,1998
1785,"Alan Smithee Film: Burn Hollywood Burn, An",Comedy,1997
1786,Kissing a Fool,Comedy|Romance,1998
1787,Krippendorf's Tribe,Comedy,1998
1788,Kurt & Courtney,Documentary|Musical,1998
1789,"Real Blonde, The",Comedy,1997
1790,Mr. Nice Guy,Action|Comedy,1997
1791,Taste of Cherry,Drama,1997
1792,Character (Karakter),Drama,1997
1793,Junk Mail,Comedy|Thriller,1997
1794,Species II,Horror|Sci-Fi,1998
1795,Major League: Back to the Minors,Comedy,1998
1796,Sour Grapes,Comedy,1998
1797,Wild Man Blues,Documentary,1998
1798,"Big Hit, The",Action|Comedy,1998
1799,Tarzan and the Lost City,Action|Adventure,1998
1800,"Truce, The",Drama|War,1996
1801,Black Dog,Action|Thriller,1998
1802,"Dancer, Texas Pop. 81",Comedy|Drama,1998
1803,"Friend of the Deceased, A",Comedy|Drama,1997
1804,Go Now,Drama,1995
1805,"Misérables, Les",Drama,1998
1806,Still Breathing,Comedy|Romance,1997
1807,Clockwatchers,Comedy,1997
1808,Deep Impact,Action|Drama|Sci-Fi|Thriller,1998
1809,Little Men,Drama,1998
1810,Woo,Comedy|Romance,1998
1811,"Hanging Garden, The",Drama,1997
1812,Lawn Dogs,Drama,1997
1813,Quest for Camelot,Adventure|Animation|Children's|Fantasy,1998
1814,Godzilla,Action|Sci-Fi,1998
1815,Bulworth,Comedy,1998
1816,Fear and Loathing in Las Vegas,Comedy|Drama,1998
1817,"Opposite of Sex, The",Comedy|Drama,1998
1818,I Got the Hook Up,Comedy,1998
1819,Almost Heroes,Adventure|Comedy,1998
1820,Hope Floats,Comedy|Drama|Romance,1998
1821,Insomnia,Thriller,1997
1822,Little Boy Blue,Drama,1997
1823,"Ugly, The",Horror|Thriller,1997
1824,"Perfect Murder, A",Mystery|Thriller,1998
1825,Beyond Silence,Drama,1996
1826,Six Days Seven Nights,Adventure|Comedy|Romance,1998
1827,Can't Hardly Wait,Comedy|Drama|Romance,1998
1828,Cousin Bette,Comedy,1998
1829,High Art,Drama|Romance,1998
1830,"Land Girls, The",Drama|War,1998
1831,Passion in the Desert,Adventure|Drama,1998
1832,"Children of Heaven, The (Bacheha-Ye Aseman)",Drama,1997
1833,Dear Jesse,Documentary,1997
1834,Dream for an Insomniac,Drama|Romance,1996
1835,Hav Plenty,Comedy,1997
1836,Henry Fool,Comedy|Drama,1997
1837,Marie Baie Des Anges,Drama,1997
1838,Mr. Jealousy,Comedy|Romance,1997
1839,Mulan,Animation|Children's,1998
1840,Resurrection Man,Drama|Thriller,1998
1841,"X-Files: Fight the Future, The",Mystery|Sci-Fi|Thriller,1998
1842,I Went Down,Action|Comedy|Crime,1997
1843,Doctor Dolittle,Comedy,1998
1844,Out of Sight,Action|Crime|Romance,1998
1845,Picnic at Hanging Rock,Drama|Mystery,1975
1846,Smoke Signals,Comedy|Drama,1998
1847,Voyage to the Beginning of the World,Drama,1997
1848,Buffalo 66,Action|Comedy|Drama,1998
1849,Armageddon,Action|Adventure|Sci-Fi|Thriller,1998
1850,Lethal Weapon 4,Action|Comedy|Crime|Drama,1998
1851,Madeline,Children's|Comedy,1998
1852,Small Soldiers,Animation|Children's|Fantasy|War,1998
1853,Pi,Sci-Fi|Thriller,1998
1854,Whatever,Drama,1998
1855,There's Something About Mary,Comedy,1998
1856,Plan 9 from Outer Space,Horror|Sci-Fi,1958
1857,Wings,Drama|Romance|War,1927
1858,"Broadway Melody, The",Musical,1929
1859,All Quiet on the Western Front,War,1930
1860,Cimarron,Western,1931
1861,Grand Hotel,Drama,1932
1862,Cavalcade,Drama,1933
